species	temp	injury_level	recov	replicate	Acq..Date.Time	TRT	Lactic_acid	Alanine	Valine	Leucine	Phosphoric_acid	Glycerol	Isoleucine	Proline	Glycine	Succinic_acid	Fumaric_acid	Pipecolic_acid	Serine	Threonine	Malic_acid	Methionine	Aspartate	GABA	Glutamate	Phenylalanine	Asparagine	Putrescine	Ornithine	Citric_acid	Fructose	Glucose	Lysine	Tyrosine	Mannitol	Inositol	Sucrose	Trehalose
MD	34	F	R	5	26/10/2022 14:25	MD34R	0.513402992	8.181309518	3.798912692	1.101052385	7.612593284	0.40952707	1.874930743	9.106248292	1.488416782	1.052230122	0.648266638	0.496122513	1.911514629	3.779671175	1.860149515	1.034506916	0.556298364	1.515178899	4.806166196	2.21425979	9.421395466	0.674307104	1.147443134	1.23030772	1.729597966	37.18860199	3.392926507	5.704213664	5.764551886	0.918858396	1.10939739	24.43917218
MD	34	F	R	6	26/11/2022 12:13	MD34R	0.661131142	8.888134955	3.683376246	0.98711989	18.91260224	0.365625139	2.129861688	9.839717643	1.366469968	0.801551781	0.40677582	0.251592105	2.569200368	2.460885282	1.817407537	1.471057942	0.450741418	2.291487222	7.972562664	2.321755596	13.44428855	0.382966643	0.941795909	1.29609261	1.507288977	51.75499763	4.757044338	21.8742823	5.627298162	0.59529273	0.705329625	23.0437622
MD	34	F	R	7	18/11/2022 17:19	MD34R	1.030225432	5.596630278	2.427749276	0.601192329	10.30100863	0.365625139	1.163018024	6.663282596	1.200514562	0.605258168	0.178397436	0.460948961	1.602145233	1.874039623	1.137113835	0.349164608	0.165039173	1.841824841	5.422378225	1.235398721	7.176966052	0.301020732	0.642233481	0.797076126	1.185056269	54.55303159	3.082336985	9.841755695	4.673555218	0.535703858	0.415265609	16.59589694
MD	34	F	R	8	26/11/2022 16:22	MD34R	0.150882758	5.411409571	2.643898979	0.730184248	12.0708931	0.365625139	1.375925278	6.261030004	1.427956254	0.524714341	0.327924502	0.151509308	1.999136061	1.701325058	1.460603599	0.623149755	0.366218076	1.975065472	6.115220614	1.637556685	13.84965747	0.735224061	1.194191504	0.720852175	1.003765981	66.26916525	7.093024183	19.82797316	6.428994053	0.321866643	0.337328753	22.59017109
SA	20	C	R	1	12/10/2022 10:37	SA20R	0.449889322	2.979453557	3.716530052	1.299263176	12.43113645	0.268559871	2.628516777	3.672415159	0.893452301	0.400086209	0.351656694	0.15489306	1.9851756	3.002588197	1.461876796	0.822073418	1.487457983	1.799450301	5.863970204	1.32492348	9.637301058	0.090706543	0.530193782	1.161471209	1.161482758	13.77806742	4.908239753	7.911537256	1.015704843	0.443078564	0.234498048	28.74558483
SA	20	C	R	2	14/10/2022 03:25	SA20R	0.562372458	3.04502666	2.254154181	0.575088344	13.40610833	0.360017868	1.013626477	3.707047454	0.92440627	0.396569066	0.262088083	0.176304024	1.597564442	1.632222122	1.086724822	0.931900746	1.406139152	1.382132649	5.519993668	0.869595959	20.1124377	0.164949069	0.442941895	1.028609191	1.674665503	14.30365928	4.51055091	5.928083507	0.288298834	0.439074974	0.290536594	27.2598087
SA	20	C	R	3	20/10/2022 10:09	SA20R	0.574848003	2.904113345	3.968484819	0.926409389	10.52279535	0.331491613	2.254551126	3.02253961	0.738387078	0.674137246	0.81475702	0.321416436	1.909623585	2.984169463	1.316702183	0.827339021	1.388870015	1.296519863	5.01760345	1.673834111	10.71676489	0.138386654	0.844218197	1.007223233	1.717709406	16.42643649	5.424973863	5.265917529	1.019085365	0.553324307	0.503853909	39.148241
SA	20	C	R	4	25/10/2022 07:40	SA20R	0.438060755	2.714510887	4.547632413	1.615472228	8.928214768	0.327261807	3.134905652	2.462832003	0.681081624	0.398639686	0.316128592	0.262588698	1.783842282	2.946843611	1.147131314	0.700523217	0.953231516	1.413996654	3.923115075	1.612798489	7.737073797	0.080415576	0.527682081	0.678113911	0.983987348	9.858116428	3.131975336	4.524078405	1.008294415	0.478370665	0.368689718	32.50427208
SA	20	C	R	5	26/10/2022 18:34	SA20R	0.042899295	2.710813182	4.00089869	1.305030978	9.340774588	0.230741405	2.717916961	3.847897314	0.866261892	0.468651387	0.350833653	0.27276913	1.367431823	3.053118473	1.314503698	0.620141552	0.987209038	1.466152465	4.722942871	1.319922457	7.105699832	0.131973786	0.585906983	0.863195942	3.295777579	15.28801721	2.917797717	6.741450663	1.086419086	0.594370699	0.400997162	33.22524735
SA	20	C	R	6	17/11/2022 11:24	SA20R	0.211897333	2.025673444	3.289826638	1.013854232	15.80154328	0.303614513	2.138100393	3.390945065	1.067584157	0.411439839	0.283635814	0.294660092	1.468516987	2.340831728	1.342061328	0.51362621	1.465424118	2.267805417	7.721840618	0.912265136	10.40743204	0.118712058	0.367167618	1.131800414	1.752606629	20.57275781	5.175148937	13.82779745	0.992712284	0.660548167	0.532173122	44.61406216
SA	20	C	R	7	18/11/2022 21:28	SA20R	0.399472323	2.871004793	4.241591361	1.193604767	13.61581836	0.303614513	2.476118394	3.848403362	1.093852002	0.298086642	0.223144664	0.32494114	2.476061681	3.409630152	1.088130899	0.495537027	1.275003633	2.237906783	7.944307106	1.609446156	11.92157754	0.113050604	0.444728855	0.69884268	1.279810787	21.55578873	4.127688107	14.48215932	1.945916364	0.709714766	0.400843705	40.79662568
SA	20	C	R	8	26/11/2022 01:26	SA20R	0.849617263	4.102620799	3.985615252	1.733005132	15.46187589	0.303614513	2.855853043	4.092423482	1.444336043	0.409375909	0.390366181	0.180144551	2.132370057	3.793349519	1.485151904	0.646108649	1.396449297	2.029284474	9.139406269	1.827823061	17.3555087	0.039798822	0.439776518	0.97756122	2.810619593	36.93071731	3.967561681	33.04881407	2.493885997	0.258434768	0.315849912	35.18483454
SA	34	F	D	1	12/10/2022 16:26	SA34D	0.248167346	5.526521148	2.3987426	0.783981301	15.47172063	0.197534536	0.997482029	4.756826583	1.434468993	0.42813414	0.502341843	0.268626498	1.261839281	1.888199648	2.200862163	0.925979032	1.235688522	2.005983048	7.911585066	0.65429727	5.723914921	0.193452827	0.508460113	1.469501242	2.727411121	32.84795773	6.376818898	6.70773658	27.34201991	0.665773229	0.331616238	29.81633454
SA	34	F	D	2	19/10/2022 05:04	SA34D	0.711836081	4.563879397	2.57274884	0.924304286	13.32072269	0.544512833	1.197044711	3.814211625	1.444509943	0.798737442	1.162813227	0.450364095	1.37885184	1.622650255	2.26767901	1.033133485	1.369509311	2.071578726	5.999811672	1.100064369	5.914111799	0.068820404	0.987528528	1.262561333	1.791073185	35.9813224	5.392145657	5.414727385	24.3915014	0.771857613	0.562473756	29.47762952
SA	34	F	D	3	20/10/2022 15:58	SA34D	0.697900951	4.137477611	2.31602155	0.8550222	13.40999673	0.467070249	1.06931602	3.930241504	1.319733176	0.638356734	0.984583129	0.375873412	1.331791816	1.525618747	2.023418231	0.991315798	1.297768244	1.873864298	6.135326108	0.942837791	6.019425683	0.177682457	0.857663891	1.17131898	1.689166808	34.70778922	5.932655163	4.720986986	24.03205543	0.750875176	0.479743053	30.42624057
SA	34	F	D	4	25/10/2022 13:29	SA34D	1.355357506	4.070182892	2.921609044	0.877180522	10.12273169	0.54960819	1.136772302	4.611532257	1.47628589	0.50233183	0.479703717	0.298861424	1.324841551	2.161604674	2.098657083	0.75136802	1.068707603	2.324593338	6.12326017	0.640405624	3.972302921	0.151279227	0.530437836	0.978365271	2.590169211	28.55755208	9.696983603	6.905974614	16.86249603	0.739971168	0.441719834	24.38053545
SA	34	F	D	5	27/10/2022 00:23	SA34D	1.682421366	3.700775343	2.014597227	0.676022309	8.65312244	0.625284804	0.869755991	3.355041247	1.060214392	0.45464384	0.488556417	0.336832256	0.972260418	1.404077749	1.932057472	0.637931526	0.802259917	1.76427513	4.468132961	0.563899212	2.728161527	0.090174228	0.522515519	0.900513357	3.445563316	25.51929848	8.113572832	5.109716019	17.94869947	0.757467444	0.464674995	18.6622499
SA	34	F	D	6	17/11/2022 17:13	SA34D	0.346588666	3.339236209	2.367905949	0.755254703	15.31917605	0.402008854	1.058138822	3.612922028	2.058189047	0.418731939	0.424443802	0.351943928	1.354068873	1.741649534	1.517609655	0.417875926	0.961173981	2.677372078	8.525325018	0.381462602	4.592196394	0.118936113	0.22293555	0.878200395	2.218688218	51.76028685	11.12284419	16.61963472	21.39517104	0.443391508	0.040930478	18.83714226
SA	34	F	D	7	19/11/2022 03:17	SA34D	0.104953265	2.674818581	1.928076921	0.506677202	10.4141765	0.028042514	0.75847383	3.306991652	1.595496112	0.220658456	0.282310508	0.214424972	1.044636374	1.400404251	1.193519835	0.382917033	0.900556441	2.817778797	7.710537135	0.27221935	3.355655802	0.032207537	0.314087466	0.798546346	1.27827691	41.25132556	10.60641747	12.529709	15.45810686	0.678880227	0.029706992	19.54973682
SA	34	F	D	8	23/11/2022 16:36	SA34D	0.788910036	1.863370574	1.618466811	0.405413889	14.33724653	0.402008854	0.879317107	2.466464081	1.665050036	0.391223556	0.519262012	0.182864855	0.951660345	1.369561615	1.735774564	0.413291823	0.99150134	3.116061093	7.077511292	0.415541699	3.752296037	0.118936113	0.267994103	1.085990837	1.882415046	35.80364747	8.885882193	23.69661947	21.20364596	0.624100639	0.213116605	26.60817278
SA	34	F	R	1	12/10/2022 17:16	SA34R	0.78321576	5.052671823	2.253476509	0.593693859	16.0526529	0.515828198	1.090875855	4.782479985	1.106876925	0.405119602	0.397566917	0.166611925	2.052910128	1.77896018	1.749337494	1.169862405	1.144040951	2.233071273	6.514721235	1.246456971	15.43154377	0.317619674	0.462708322	0.823640498	0.892644917	32.79215623	6.319765789	5.703923699	1.33760517	0.592958517	0.202553805	23.86253179
SA	34	F	R	2	19/10/2022 05:54	SA34R	1.561339013	3.794723631	6.273735579	2.025513601	14.00770205	0.829201432	3.891933262	6.318501785	1.045125168	0.715548431	0.713034176	0.319989937	3.894441289	4.586081371	1.600607361	1.117999298	1.629144793	1.729096481	6.844547006	2.582100917	15.8620817	0.194086763	0.671469899	1.202779211	2.338725809	15.75276906	3.92301827	6.754417339	4.462548635	0.673463983	0.407139505	36.43411074
SA	34	F	R	3	20/10/2022 16:48	SA34R	1.085895727	3.082397317	6.504945676	1.145591855	11.93386975	0.789597532	3.532856918	5.869900101	1.059483271	0.621217148	0.743381231	0.345542901	2.679501239	3.977308892	1.514125914	0.872327882	1.436352295	1.765899212	6.181595868	2.00464823	19.80412388	0.202063538	0.813827945	1.011284983	2.511076941	14.0780763	3.877987338	5.210095638	3.12587006	0.688784724	0.713022361	32.70855987
SA	34	F	R	4	25/10/2022 14:19	SA34R	1.350651908	3.645338151	2.650461776	0.871257828	14.16409356	0.561854007	1.539553374	6.091655636	0.728412003	0.523616232	0.346631275	0.297914502	1.269230654	1.757048998	1.313020502	0.813097482	1.276808906	1.376036111	6.253323089	0.840162655	8.026207728	0.145932261	0.511293902	1.278695628	0.690614163	13.43550882	2.12511777	3.222547605	0.975988361	0.632674105	0.337890797	33.83543476
SA	34	F	R	5	27/10/2022 01:13	SA34R	0.798968088	2.643849279	4.42404826	0.788665351	10.25934121	0.597785574	2.36246264	4.174759908	0.666493055	0.416994836	0.266043956	0.274791225	1.569014516	2.386687537	0.836526889	0.609133234	1.020865048	1.417970089	4.737590525	0.947219678	12.49255681	0.209709415	0.541376587	0.646868804	0.854608888	9.798220698	2.34002756	4.769491793	1.243252791	0.613403194	0.316109629	29.31265246
SA	34	F	R	6	17/11/2022 18:03	SA34R	0.553413962	3.015995126	4.275650055	1.359226027	15.92990806	0.069881235	2.494436286	5.391172246	1.224855524	0.319722078	0.259971287	0.347843174	2.949564859	3.504003439	0.991595343	0.680727462	1.419809973	2.514977588	9.132866829	1.701820077	12.73756758	0.179642736	0.309862509	0.871679171	0.913480226	20.78758564	6.200993181	16.58421407	3.317127802	1.014653431	0.062924502	39.53794127
SA	34	F	R	7	19/11/2022 04:07	SA34R	0.538637981	2.181627347	2.852422798	0.726655171	15.2773163	0.13709806	1.41086874	4.553928591	1.164042131	0.308022391	0.174579431	0.25543683	1.965149637	1.963423356	0.861687883	0.471396933	1.346833229	2.635421459	8.254612765	0.965248152	10.55791273	0.053872224	0.411225979	0.818130618	0.607189896	19.18133122	3.851721193	14.15968582	1.737071987	0.949429204	0.113843349	45.70399232
SA	34	F	R	8	26/11/2022 04:45	SA34R	0.674111089	2.674167635	3.784811966	1.105004138	18.28325111	0.500178005	2.316944095	4.404642708	0.946631097	0.464145475	0.311996385	0.187945196	2.270441831	2.36618797	1.181511987	0.423462053	1.491613909	1.71701757	8.080087693	1.591573114	16.78038732	0.036595273	0.20880776	1.162107884	0.788891917	17.55377259	4.453939179	23.85151267	1.835493931	0.457380096	0.206283329	61.39724298
RP	20	C	D	1	12/10/2022 21:26	RP20D	0.297810667	5.082474215	0.870839082	0.665096383	13.58267477	0.182048611	0.552662726	2.042447875	0.614843564	0.395204757	0.288203718	0.186145906	1.004780767	0.826092491	0.691211575	0.667629068	0.291415046	1.464035102	4.473145183	0.570563157	7.589202302	0.354773358	0.465405081	0.866196949	0.229607178	31.64974934	5.171223554	3.962940956	0.439675852	1.076886204	0.317690228	30.45463267
RP	20	C	D	2	19/10/2022 10:03	RP20D	0.53976145	4.702893895	1.302487334	1.015539247	12.92115041	0.335403313	0.993395545	3.278691266	0.932103132	0.883700279	0.863623876	0.314720294	1.284147428	1.061997883	1.117524416	0.635645372	1.009890597	1.146363604	5.262398798	1.036550646	6.659111976	0.595942179	0.859239839	1.13354781	0.575790105	32.20974714	3.846689112	4.130505107	2.953994518	0.876104031	0.478918519	45.07939359
RP	20	C	D	3	20/10/2022 20:57	RP20D	0.851055694	4.225270871	1.214240152	0.959121239	11.75375697	0.335170839	0.898197992	2.760941645	0.668651985	0.786032184	0.953940709	0.354722063	1.226954928	1.189564168	1.102872249	0.807376321	1.131935047	1.476477335	4.688803096	1.075200732	7.07682679	0.456919098	1.063958205	1.092671807	0.528101372	27.41422364	5.679903883	4.172868835	1.453281367	1.25827842	0.549734912	38.90368177
RP	20	C	D	4	24/11/2022 08:23	RP20D	0.07790841	3.318164004	0.864010677	0.548543625	13.74866586	0.260316462	0.693363111	2.068150361	0.996095195	0.30709103	0.112911515	0.139579453	1.195271305	1.278045412	0.515786066	0.358191504	0.762643319	1.417851106	5.800285045	0.489252677	5.245108415	0.25925584	0.182625127	0.779126021	0.195423301	43.39154032	4.797603108	17.34347021	0.447586741	0.939203152	0.201518821	52.61290943
RP	20	C	D	5	27/10/2022 05:22	RP20D	0.408384775	4.085586749	0.942537389	0.863081677	9.19855697	0.188643083	0.718177589	1.7848761	0.492977394	0.519188718	0.325139844	0.248433697	0.79420888	1.202933339	0.732616	0.467669027	0.673074872	0.932310138	3.898189499	0.64384694	5.40441795	0.45690129	0.540805838	0.737105814	0.359803792	20.69571605	3.008584785	2.950509879	0.9093848	0.667107453	0.466042407	31.41689956
RP	20	C	D	6	17/11/2022 22:12	RP20D	0.216842214	2.273968658	0.9771891	0.676532659	13.34355675	0.260316462	0.66673592	1.705235114	0.667072432	0.437612306	0.102526155	0.230904295	0.798926334	0.888146993	0.46111104	0.159253752	0.963014059	1.201014906	6.150941086	0.407918572	5.43754668	0.305540547	0.231279262	0.779450087	0.225996151	36.80837616	3.31958133	8.702512976	0.736328504	0.505509272	0.069590968	35.56000724
RP	20	C	D	7	19/11/2022 08:16	RP20D	0.25140976	3.981782681	1.356686749	0.985698315	15.64436879	0.260316462	1.027687104	2.546314323	0.528112567	0.410352127	0.094388065	0.38796777	1.26895539	1.010532396	0.674038437	0.188779546	1.55526384	1.410552724	8.268995431	0.579578488	4.659405668	0.451033628	0.260536772	1.137255513	0.356599428	25.42896082	1.836951278	7.050792228	0.411953387	0.965200551	0.175858505	42.03307922
RP	20	C	D	8	23/11/2022 20:45	RP20D	0.784272852	3.652725034	0.934116005	0.726696705	16.24815064	0.260316462	0.700289057	1.941650896	0.794606058	0.354509673	0.208135272	0.136327079	1.225877343	1.206983098	0.651325466	0.483532684	1.325864938	1.747665634	7.040601323	0.562333959	6.113351304	0.386032947	0.296664327	0.974010805	0.484157809	40.94012145	5.222614255	16.65765179	0.755485422	1.023403007	0.210445923	46.5016188
RP	34	F	D	1	13/10/2022 04:04	RP34D	0.373887131	5.706310827	1.717375292	1.597158772	15.00601181	1.176624742	1.102463141	3.32709297	0.956146188	0.356367546	0.284720716	0.229610755	1.69009468	1.458040684	0.893506515	0.754711134	1.448058805	1.733055578	6.927688397	0.775377753	7.936034483	0.576439679	0.570521797	1.147838393	1.698492132	20.24431151	7.773448877	5.612281763	19.64159165	1.143979825	0.258459287	33.75018392
RP	34	F	D	2	19/10/2022 16:42	RP34D	0.193192696	4.300101945	1.632033862	1.174368279	11.56483964	1.361299797	1.095792504	3.163222926	1.034223677	0.539202978	0.605083726	0.236295967	1.650772015	1.514712626	0.819497678	0.596118306	1.058196983	1.398025045	5.605457943	0.933284527	5.224057873	0.308366263	0.666047206	1.032059304	1.543856648	21.45039491	4.321042354	3.914891135	33.77676891	1.009010956	0.309736076	34.12280472
RP	34	F	D	3	21/10/2022 03:36	RP34D	0.636603376	5.166122626	1.516490224	1.281236073	12.17395198	1.46663286	1.097246094	3.376446702	1.023479095	0.67430525	0.727167591	0.294884116	1.640106904	1.576998292	0.959845213	0.716135001	1.27442426	1.901925473	6.099148347	0.912817859	5.373838617	0.324278689	0.782266844	1.022869919	1.325728766	20.77088434	4.970604472	3.716909981	19.10124496	1.06977584	0.382570473	39.63074734
RP	34	F	D	4	24/11/2022 15:02	RP34D	1.072358644	4.619914798	1.591594695	1.088994308	13.74598507	1.015288167	1.285843877	3.691315982	1.823683808	0.44008084	0.295509641	0.324645584	2.272465621	1.540621643	0.815264998	0.622200669	0.848119242	2.957937302	7.203123438	0.770098388	7.167165334	1.281315153	1.017577355	0.993219434	1.217173947	27.93082266	6.724624661	18.43924	22.3492113	2.007482454	0.345312687	60.30739899
RP	34	F	D	5	27/10/2022 12:01	RP34D	0.767919932	4.975053535	1.35488787	1.026261595	9.427758138	1.238984708	0.887858618	2.970312616	0.796906588	0.40989401	0.267868644	0.236562974	1.39839333	1.270078604	0.629212458	0.375534876	0.924401188	1.390661664	5.059653379	0.60386056	5.452005477	0.374332075	0.552927473	0.668707612	1.463206071	16.39196007	3.777405383	4.506511298	16.69064647	1.036102331	0.336108469	33.47349254
RP	34	F	D	6	18/11/2022 04:51	RP34D	0.580010904	4.861466142	1.615165027	1.183728977	14.97369113	0.75138471	0.936389949	3.493157503	1.166630371	0.308194234	0.14121474	0.295257738	1.687437178	1.29322988	0.592508078	0.405021044	1.157292047	2.222333459	9.776100845	0.598375477	4.338010741	0.341250595	0.212966071	0.73343209	0.925962567	29.2373772	5.334294231	11.15771549	13.92656166	1.424129244	0.02263117	38.74145192
RP	34	F	D	7	26/11/2022 14:42	RP34D	1.094177927	5.232104327	1.449064553	1.245646602	15.85195707	0.096802184	1.206268504	3.428528837	1.247905795	0.350574991	0.21788513	0.195290625	1.901792432	1.418145444	0.971766423	0.403092276	1.832191301	2.277087849	10.15733669	0.607518229	4.496953111	0.725865448	0.188042903	1.009571426	1.613929718	23.70730115	6.015073928	16.54484369	22.51499543	0.869995556	0.188739968	65.36072163
