"","species","temp","injurylevel","recov","replicate","Acq..Date.Time","TRT","metabolites","conc","fold_change","log_foldchange","group"
"5887","SA",-5,"2/2","D",2,"2022/10/19 06:43","2/2 D","Glucose",30.42458434,1.6366811043346,0.710773250332089,"Carbohydrates"
"5888","SA",-5,"2/2","D",3,"2022/10/20 17:37","2/2 D","Glucose",27.91419053,1.50163524578318,0.586534418041045,"Carbohydrates"
"5889","SA",-5,"2/2","D",4,"2022/10/25 15:08","2/2 D","Glucose",32.76134523,1.76238643365879,0.817530294744874,"Carbohydrates"
"5890","SA",-5,"2/2","D",5,"2022/10/27 02:03","2/2 D","Glucose",22.7045498,1.2213842340396,0.288517127713409,"Carbohydrates"
"5891","SA",-5,"2/2","D",6,"2022/11/17 18:53","2/2 D","Glucose",27.83024246,1.49711928532242,0.582189174961503,"Carbohydrates"
"5892","SA",-5,"2/2","D",7,"2022/11/19 04:57","2/2 D","Glucose",32.19769841,1.73206522731121,0.792493261096102,"Carbohydrates"
"5893","SA",-5,"2/2","D",8,"2022/11/26 19:42","2/2 D","Glucose",43.05525086,2.31614390314948,1.2117248914578,"Carbohydrates"
"5894","SA",-5,"2/2","R",1,"2022/10/12 18:56","2/2 R","Glucose",35.4514267,1.90709853430304,0.931379385484922,"Carbohydrates"
"5895","SA",-5,"2/2","R",2,"2022/10/19 07:33","2/2 R","Glucose",50.58941919,2.72144215816542,1.44437137318786,"Carbohydrates"
"5896","SA",-5,"2/2","R",3,"2022/10/20 18:27","2/2 R","Glucose",35.76906751,1.92418592343161,0.944248205476728,"Carbohydrates"
"5897","SA",-5,"2/2","R",4,"2022/10/25 15:58","2/2 R","Glucose",47.30929246,2.54498875525875,1.3476592819323,"Carbohydrates"
"5898","SA",-5,"2/2","R",5,"2022/10/27 02:53","2/2 R","Glucose",30.50231776,1.64086274962078,0.714454569307113,"Carbohydrates"
"5899","SA",-5,"2/2","R",7,"2022/11/17 19:42","2/2 R","Glucose",42.04259917,2.26166861869616,1.17738756010295,"Carbohydrates"
"5900","SA",-5,"2/2","R",8,"2022/11/19 05:47","2/2 R","Glucose",29.05726156,1.56312639829347,0.644434442968521,"Carbohydrates"
"5901","SA",-5,"F","D",1,"2022/10/12 19:46","F D","Glucose",58.04692237,3.12261623514941,1.64275527519674,"Carbohydrates"
"5902","SA",-5,"F","D",2,"2022/10/19 08:23","F D","Glucose",77.70945521,4.18035610771283,2.06362584492538,"Carbohydrates"
"5903","SA",-5,"F","D",3,"2022/10/20 19:17","F D","Glucose",65.17558438,3.50610040310288,1.80986731069659,"Carbohydrates"
"5904","SA",-5,"F","D",4,"2022/10/25 16:48","F D","Glucose",68.12609457,3.66482218618968,1.87374320181732,"Carbohydrates"
"5905","SA",-5,"F","D",5,"2022/10/27 03:43","F D","Glucose",67.14208315,3.61188759620266,1.85275299610662,"Carbohydrates"
"5906","SA",-5,"F","D",6,"2022/11/17 20:32","F D","Glucose",71.98371577,3.87234172549263,1.95320627283968,"Carbohydrates"
"5907","SA",-5,"F","D",7,"2022/11/19 06:36","F D","Glucose",72.76468388,3.91435366341891,1.96877410992748,"Carbohydrates"
"5908","SA",-5,"F","D",8,"2022/11/23 19:06","F D","Glucose",101.6727653,5.46945496222207,2.45139707388126,"Carbohydrates"
"5909","SA",-5,"F","R",1,"2022/10/12 20:36","F R","Glucose",29.53873559,1.5890271448188,0.66814376997339,"Carbohydrates"
"5910","SA",-5,"F","R",2,"2022/10/19 09:13","F R","Glucose",29.13500371,1.5673085132073,0.648289191721755,"Carbohydrates"
"5911","SA",-5,"F","R",3,"2022/10/20 20:07","F R","Glucose",26.02910251,1.40022751879953,0.485661265438073,"Carbohydrates"
"5912","SA",-5,"F","R",4,"2022/10/25 17:38","F R","Glucose",35.23764206,1.89559805571721,0.922653086336064,"Carbohydrates"
"5913","SA",-5,"F","R",5,"2022/10/27 04:32","F R","Glucose",24.60024738,1.32336269902193,0.404208520699917,"Carbohydrates"
"5914","SA",-5,"F","R",6,"2022/11/17 21:22","F R","Glucose",39.49512555,2.12462806323446,1.08721030558343,"Carbohydrates"
"5915","SA",-5,"F","R",7,"2022/11/19 07:26","F R","Glucose",46.95573287,2.52596912646966,1.3368370059658,"Carbohydrates"
"5916","SA",-5,"F","R",8,"2022/11/23 19:55","F R","Glucose",53.06233802,2.85447206175864,1.51322394197593,"Carbohydrates"
"5917","SA",20,"C","R",1,"2022/10/12 10:37","C R","Lysine",4.908239753,1.14933822831776,0.200803418098006,"Amino acids"
"5918","SA",20,"C","R",2,"2022/10/14 03:25","C R","Lysine",4.51055091,1.05621339879899,0.0789013482245497,"Amino acids"
"5919","SA",20,"C","R",3,"2022/10/20 10:09","C R","Lysine",5.424973863,1.27033929924868,0.345213882797289,"Amino acids"
"5920","SA",20,"C","R",4,"2022/10/25 07:40","C R","Lysine",3.131975336,0.733399174645645,-0.447329452420146,"Amino acids"
"5921","SA",20,"C","R",5,"2022/10/26 18:34","C R","Lysine",2.917797717,0.68324626086096,-0.549522435421883,"Amino acids"
"5922","SA",20,"C","R",6,"2022/11/17 11:24","C R","Lysine",5.175148937,1.21183903188441,0.27719807890592,"Amino acids"
"5923","SA",20,"C","R",7,"2022/11/18 21:28","C R","Lysine",4.127688107,0.966560309741994,-0.0490683408769956,"Amino acids"
"5924","SA",20,"C","R",8,"2022/11/26 01:26","C R","Lysine",3.967561681,0.929064296501564,-0.106149652171671,"Amino acids"
"5925","SA",34,"1/2","D",1,"2022/10/12 11:27","1/2 D","Lysine",5.196917754,1.21693652809943,0.283253923200229,"Amino acids"
"5926","SA",34,"1/2","D",2,"2022/10/14 04:15","1/2 D","Lysine",4.151172471,0.972059527113442,-0.0408834303960611,"Amino acids"
"5927","SA",34,"1/2","D",3,"2022/10/20 10:59","1/2 D","Lysine",3.462115384,0.810706436914799,-0.302748496940812,"Amino acids"
"5928","SA",34,"1/2","D",4,"2022/10/25 08:30","1/2 D","Lysine",3.100137852,0.725943948475756,-0.462069935616558,"Amino acids"
"5929","SA",34,"1/2","D",5,"2022/10/26 19:24","1/2 D","Lysine",3.012481862,0.705417978816988,-0.503449749035914,"Amino acids"
"5930","SA",34,"1/2","D",6,"2022/11/17 12:14","1/2 D","Lysine",6.95913874,1.62958710098876,0.704506465796164,"Amino acids"
"5931","SA",34,"1/2","D",7,"2022/11/18 22:18","1/2 D","Lysine",4.935645975,1.15575580778076,0.208836612269248,"Amino acids"
"5932","SA",34,"1/2","D",8,"2022/11/26 02:16","1/2 D","Lysine",6.351538805,1.48730842921197,0.572703855967221,"Amino acids"
"5933","SA",34,"1/2","R",1,"2022/10/12 12:17","1/2 R","Lysine",2.375144261,0.556175784866315,-0.846387161806112,"Amino acids"
"5934","SA",34,"1/2","R",2,"2022/10/14 05:05","1/2 R","Lysine",2.283962131,0.534824116442949,-0.90286357356942,"Amino acids"
"5935","SA",34,"1/2","R",3,"2022/10/20 11:48","1/2 R","Lysine",2.656542564,0.622069433770479,-0.684852475679913,"Amino acids"
"5936","SA",34,"1/2","R",4,"2022/10/25 09:19","1/2 R","Lysine",2.181644377,0.51086487402087,-0.968986352373564,"Amino acids"
"5937","SA",34,"1/2","R",6,"2022/10/26 20:14","1/2 R","Lysine",1.782955848,0.417505952975623,-1.26013132660084,"Amino acids"
"5938","SA",34,"1/2","R",7,"2022/11/17 13:04","1/2 R","Lysine",4.681717961,1.09629474059214,0.132635721313821,"Amino acids"
"5939","SA",34,"1/2","R",8,"2022/11/18 23:08","1/2 R","Lysine",3.253188816,0.761783135772703,-0.392547744773448,"Amino acids"
"5940","SA",-5,"1/2","D",1,"2022/10/12 13:07","1/2 D","Lysine",5.282613922,1.23700357593314,0.306849670866869,"Amino acids"
"5941","SA",-5,"1/2","D",2,"2022/10/19 01:44","1/2 D","Lysine",5.597927579,1.31083901554859,0.390490518717136,"Amino acids"
"5942","SA",-5,"1/2","D",3,"2022/10/20 12:38","1/2 D","Lysine",2.947113094,0.690110897708223,-0.535099879781992,"Amino acids"
"5943","SA",-5,"1/2","D",4,"2022/10/25 10:09","1/2 D","Lysine",2.985920636,0.699198267888212,-0.516226484007922,"Amino acids"
"5944","SA",-5,"1/2","D",5,"2022/10/26 21:04","1/2 D","Lysine",3.365189463,0.788009773359985,-0.343714571943599,"Amino acids"
"5945","SA",-5,"1/2","D",6,"2022/11/17 13:53","1/2 D","Lysine",8.3510437,1.95552260153868,0.967554210547638,"Amino acids"
"5946","SA",-5,"1/2","D",7,"2022/11/18 23:58","1/2 D","Lysine",3.861751363,0.904287217640751,-0.145147023957325,"Amino acids"
"5947","SA",-5,"1/2","D",8,"2022/11/23 13:17","1/2 D","Lysine",2.930114066,0.686130319393421,-0.543445475797371,"Amino acids"
"5948","SA",-5,"1/2","R",1,"2022/10/12 13:57","1/2 R","Lysine",4.476839529,1.04831937143633,0.0680783021763758,"Amino acids"
"5949","SA",-5,"1/2","R",2,"2022/10/19 02:34","1/2 R","Lysine",5.22454652,1.22340621959029,0.290903515624509,"Amino acids"
"5950","SA",-5,"1/2","R",3,"2022/10/20 13:28","1/2 R","Lysine",4.049028364,0.948140946750548,-0.0768265546844876,"Amino acids"
"5951","SA",-5,"1/2","R",4,"2022/10/25 10:59","1/2 R","Lysine",2.325814686,0.544624522257451,-0.876666152272938,"Amino acids"
"5952","SA",-5,"1/2","R",5,"2022/10/26 21:54","1/2 R","Lysine",3.726133265,0.872530198357438,-0.196723030881312,"Amino acids"
"5953","SA",-5,"1/2","R",6,"2022/11/17 14:43","1/2 R","Lysine",6.490408623,1.51982688768568,0.603907006234422,"Amino acids"
"5954","SA",-5,"1/2","R",7,"2022/11/19 00:47","1/2 R","Lysine",4.497716769,1.05320809147473,0.074790510322687,"Amino acids"
"5955","SA",-5,"1/2","R",8,"2022/11/26 18:52","1/2 R","Lysine",7.108589619,1.66458327418617,0.735161046056585,"Amino acids"
"5956","SA",34,"2/2","D",1,"2022/10/12 14:47","2/2 D","Lysine",6.273047568,1.46892852443716,0.554764198515863,"Amino acids"
"5957","SA",34,"2/2","D",2,"2022/10/19 03:24","2/2 D","Lysine",4.014430588,0.940039356654574,-0.0892069354781881,"Amino acids"
"5958","SA",34,"2/2","D",3,"2022/10/20 14:18","2/2 D","Lysine",4.228445596,0.990154192625613,-0.0142748872561494,"Amino acids"
"5959","SA",34,"2/2","D",4,"2022/10/25 11:49","2/2 D","Lysine",4.591740405,1.0752251413049,0.104638777243302,"Amino acids"
"5960","SA",34,"2/2","D",5,"2022/10/26 22:43","2/2 D","Lysine",4.984095371,1.16710096322629,0.222929370681404,"Amino acids"
"5961","SA",34,"2/2","D",6,"2022/11/17 15:33","2/2 D","Lysine",6.502513654,1.52266146292719,0.606595219536103,"Amino acids"
"5962","SA",34,"2/2","D",7,"2022/11/19 01:37","2/2 D","Lysine",5.189676632,1.21524091037305,0.281242343253208,"Amino acids"
"5963","SA",34,"2/2","D",8,"2022/11/26 03:05","2/2 D","Lysine",5.857111085,1.37153073530681,0.455786952611176,"Amino acids"
"5964","SA",34,"2/2","R",1,"2022/10/12 15:37","2/2 R","Lysine",3.956247896,0.92641500342261,-0.110269476719841,"Amino acids"
"5965","SA",34,"2/2","R",2,"2022/10/19 04:14","2/2 R","Lysine",4.672651376,1.09417166322323,0.12983909850751,"Amino acids"
"5966","SA",34,"2/2","R",3,"2022/10/20 15:08","2/2 R","Lysine",5.950450662,1.39338760242409,0.478596632175971,"Amino acids"
"5967","SA",34,"2/2","R",4,"2022/10/25 12:39","2/2 R","Lysine",3.84258542,0.899799223557292,-0.152324972880969,"Amino acids"
"5968","SA",34,"2/2","R",5,"2022/10/26 23:33","2/2 R","Lysine",2.784510073,0.652034952465119,-0.616978792399524,"Amino acids"
"5969","SA",34,"2/2","R",6,"2022/11/26 13:53","2/2 R","Lysine",5.845620374,1.36884001234145,0.452953836742198,"Amino acids"
"5970","SA",34,"2/2","R",7,"2022/11/19 02:27","2/2 R","Lysine",4.997524162,1.17024551680009,0.226811238108906,"Amino acids"
"5971","SA",34,"2/2","R",8,"2022/11/26 03:55","2/2 R","Lysine",3.774659536,0.883893355241516,-0.178055780865052,"Amino acids"
"5972","SA",34,"F","D",1,"2022/10/12 16:26","F D","Lysine",6.376818898,1.49322814356222,0.578434605151306,"Amino acids"
"5973","SA",34,"F","D",2,"2022/10/19 05:04","F D","Lysine",5.392145657,1.26265208060786,0.336457164280297,"Amino acids"
"5974","SA",34,"F","D",3,"2022/10/20 15:58","F D","Lysine",5.932655163,1.38922051843432,0.474275624229442,"Amino acids"
"5975","SA",34,"F","D",4,"2022/10/25 13:29","F D","Lysine",9.696983603,2.27069469201994,1.18313374042654,"Amino acids"
"5976","SA",34,"F","D",5,"2022/10/27 00:23","F D","Lysine",8.113572832,1.8999152228369,0.925935044702794,"Amino acids"
"5977","SA",34,"F","D",6,"2022/11/17 17:13","F D","Lysine",11.12284419,2.60458141381038,1.38105153344675,"Amino acids"
"5978","SA",34,"F","D",7,"2022/11/19 03:17","F D","Lysine",10.60641747,2.48365232287549,1.31246323025336,"Amino acids"
"5979","SA",34,"F","D",8,"2022/11/23 16:36","F D","Lysine",8.885882193,2.08076308629802,1.05711271054158,"Amino acids"
"5980","SA",34,"F","R",1,"2022/10/12 17:16","F R","Lysine",6.319765789,1.4798682991948,0.565468788994094,"Amino acids"
"5981","SA",34,"F","R",2,"2022/10/19 05:54","F R","Lysine",3.92301827,0.918633786245687,-0.122438249764459,"Amino acids"
"5982","SA",34,"F","R",3,"2022/10/20 16:48","F R","Lysine",3.877987338,0.908089115608369,-0.139094211096294,"Amino acids"
"5983","SA",34,"F","R",4,"2022/10/25 14:19","F R","Lysine",2.12511777,0.49762831802287,-1.00685950911998,"Amino acids"
"5984","SA",34,"F","R",5,"2022/10/27 01:13","F R","Lysine",2.34002756,0.547952680669534,-0.867876782561024,"Amino acids"
"5985","SA",34,"F","R",6,"2022/11/17 18:03","F R","Lysine",6.200993181,1.45205590499218,0.538096998996441,"Amino acids"
"5986","SA",34,"F","R",7,"2022/11/19 04:07","F R","Lysine",3.851721193,0.901938502337983,-0.148899026591482,"Amino acids"
"5987","SA",34,"F","R",8,"2022/11/26 04:45","F R","Lysine",4.453939179,1.04295690973491,0.0606795534512012,"Amino acids"
"5988","SA",-5,"2/2","D",1,"2022/10/12 18:06","2/2 D","Lysine",5.411306945,1.26713898465299,0.341574773470624,"Amino acids"
"5989","SA",-5,"2/2","D",2,"2022/10/19 06:43","2/2 D","Lysine",5.826331424,1.36432321431716,0.448185465809226,"Amino acids"
"5990","SA",-5,"2/2","D",3,"2022/10/20 17:37","2/2 D","Lysine",5.206586003,1.21920049415158,0.285935392679677,"Amino acids"
"5991","SA",-5,"2/2","D",4,"2022/10/25 15:08","2/2 D","Lysine",3.538548642,0.828604434925304,-0.271244552837657,"Amino acids"
"5992","SA",-5,"2/2","D",5,"2022/10/27 02:03","2/2 D","Lysine",2.714140286,0.635556807470624,-0.653907012625896,"Amino acids"
"5993","SA",-5,"2/2","D",6,"2022/11/17 18:53","2/2 D","Lysine",7.22649468,1.69219251919842,0.758893711893294,"Amino acids"
"5994","SA",-5,"2/2","D",7,"2022/11/19 04:57","2/2 D","Lysine",6.983849357,1.63537346396055,0.709620136076827,"Amino acids"
"5995","SA",-5,"2/2","D",8,"2022/11/26 19:42","2/2 D","Lysine",10.54106363,2.46834873738266,1.30354623814593,"Amino acids"
"5996","SA",-5,"2/2","R",1,"2022/10/12 18:56","2/2 R","Lysine",5.496248537,1.28702933715668,0.364044939407925,"Amino acids"
"5997","SA",-5,"2/2","R",2,"2022/10/19 07:33","2/2 R","Lysine",4.854375519,1.13672510703789,0.184883411079405,"Amino acids"
"5998","SA",-5,"2/2","R",3,"2022/10/20 18:27","2/2 R","Lysine",5.712771333,1.33773140944093,0.419788479831637,"Amino acids"
"5999","SA",-5,"2/2","R",4,"2022/10/25 15:58","2/2 R","Lysine",4.43882263,1.03941714221737,0.055774757449276,"Amino acids"
"6000","SA",-5,"2/2","R",5,"2022/10/27 02:53","2/2 R","Lysine",4.060722659,0.950879341974317,-0.0726658071968557,"Amino acids"
"6001","SA",-5,"2/2","R",7,"2022/11/17 19:42","2/2 R","Lysine",6.9558444,1.62881568168375,0.703823356370593,"Amino acids"
"6002","SA",-5,"2/2","R",8,"2022/11/19 05:47","2/2 R","Lysine",4.053525916,0.949194116258881,-0.0752249371182934,"Amino acids"
"6003","SA",-5,"F","D",1,"2022/10/12 19:46","F D","Lysine",6.960624047,1.62993490798308,0.704814351078983,"Amino acids"
"6004","SA",-5,"F","D",2,"2022/10/19 08:23","F D","Lysine",6.482364919,1.51794333330168,0.602117934171957,"Amino acids"
"6005","SA",-5,"F","D",3,"2022/10/20 19:17","F D","Lysine",5.547009012,1.29891566654175,0.377307765341908,"Amino acids"
"6006","SA",-5,"F","D",4,"2022/10/25 16:48","F D","Lysine",2.974208318,0.69645565230767,-0.521896604563011,"Amino acids"
"6007","SA",-5,"F","D",5,"2022/10/27 03:43","F D","Lysine",4.130505519,0.967220049175982,-0.0480839448547362,"Amino acids"
"6008","SA",-5,"F","D",6,"2022/11/17 20:32","F D","Lysine",6.543193968,1.53218737086427,0.615592734917819,"Amino acids"
"6009","SA",-5,"F","D",7,"2022/11/19 06:36","F D","Lysine",5.426990679,1.27081156707685,0.345750126804321,"Amino acids"
"6010","SA",-5,"F","D",8,"2022/11/23 19:06","F D","Lysine",8.173134096,1.91386238945612,0.936487100886416,"Amino acids"
"6011","SA",-5,"F","R",1,"2022/10/12 20:36","F R","Lysine",4.101856205,0.960511381007286,-0.058125386540031,"Amino acids"
"6012","SA",-5,"F","R",2,"2022/10/19 09:13","F R","Lysine",4.152994323,0.972486141185963,-0.0402504043615401,"Amino acids"
"6013","SA",-5,"F","R",3,"2022/10/20 20:07","F R","Lysine",2.862336673,0.670259222480723,-0.577208929675174,"Amino acids"
"6014","SA",-5,"F","R",4,"2022/10/25 17:38","F R","Lysine",1.944398104,0.455310087619463,-1.13507867155627,"Amino acids"
"6015","SA",-5,"F","R",5,"2022/10/27 04:32","F R","Lysine",2.430136104,0.569052952768905,-0.813365187271908,"Amino acids"
"6016","SA",-5,"F","R",6,"2022/11/17 21:22","F R","Lysine",1.48054178,0.34669114631891,-1.52827710093357,"Amino acids"
"6017","SA",-5,"F","R",7,"2022/11/19 07:26","F R","Lysine",2.359728829,0.552566029394854,-0.855781223887955,"Amino acids"
"6018","SA",-5,"F","R",8,"2022/11/23 19:55","F R","Lysine",6.652091645,1.55768740131298,0.639405740572495,"Amino acids"
"6019","SA",20,"C","R",1,"2022/10/12 10:37","C R","Tyrosine",7.911537256,0.689985933584695,-0.535361144234904,"Amino acids"
"6020","SA",20,"C","R",2,"2022/10/14 03:25","C R","Tyrosine",5.928083507,0.517003725141205,-0.95175341933094,"Amino acids"
"6021","SA",20,"C","R",3,"2022/10/20 10:09","C R","Tyrosine",5.265917529,0.459254491871545,-1.12263426278512,"Amino acids"
"6022","SA",20,"C","R",4,"2022/10/25 07:40","C R","Tyrosine",4.524078405,0.394556754380059,-1.34169525758023,"Amino acids"
"6023","SA",20,"C","R",5,"2022/10/26 18:34","C R","Tyrosine",6.741450663,0.587939610079897,-0.766260117908309,"Amino acids"
"6024","SA",20,"C","R",6,"2022/11/17 11:24","C R","Tyrosine",13.82779745,1.20595851656043,0.270180281216534,"Amino acids"
"6025","SA",20,"C","R",7,"2022/11/18 21:28","C R","Tyrosine",14.48215932,1.26302713308394,0.336885632272877,"Amino acids"
"6026","SA",20,"C","R",8,"2022/11/26 01:26","C R","Tyrosine",33.04881407,2.88227383529823,1.5272074077054,"Amino acids"
"6027","SA",34,"1/2","D",1,"2022/10/12 11:27","1/2 D","Tyrosine",6.236979014,0.543943313223897,-0.878471785308881,"Amino acids"
"6028","SA",34,"1/2","D",2,"2022/10/14 04:15","1/2 D","Tyrosine",4.520509712,0.394245519294942,-1.34283373639079,"Amino acids"
"6029","SA",34,"1/2","D",3,"2022/10/20 10:59","1/2 D","Tyrosine",3.699972253,0.322684293408031,-1.6318047382395,"Amino acids"
"6030","SA",34,"1/2","D",4,"2022/10/25 08:30","1/2 D","Tyrosine",4.332030162,0.377807722940037,-1.40427590207211,"Amino acids"
"6031","SA",34,"1/2","D",5,"2022/10/26 19:24","1/2 D","Tyrosine",3.523558695,0.307298803891273,-1.7022859433925,"Amino acids"
"6032","SA",34,"1/2","D",6,"2022/11/17 12:14","1/2 D","Tyrosine",12.87799149,1.12312344534365,0.167516506721036,"Amino acids"
"6033","SA",34,"1/2","D",7,"2022/11/18 22:18","1/2 D","Tyrosine",8.848692644,0.771717715206871,-0.373854870898864,"Amino acids"
"6034","SA",34,"1/2","D",8,"2022/11/26 02:16","1/2 D","Tyrosine",16.70933644,1.45726509653867,0.543263347322003,"Amino acids"
"6035","SA",34,"1/2","R",1,"2022/10/12 12:17","1/2 R","Tyrosine",8.16203076,0.711832129667923,-0.490391042249769,"Amino acids"
"6036","SA",34,"1/2","R",2,"2022/10/14 05:05","1/2 R","Tyrosine",4.181399348,0.364670814212774,-1.45533335415328,"Amino acids"
"6037","SA",34,"1/2","R",3,"2022/10/20 11:48","1/2 R","Tyrosine",6.434984972,0.561211932629355,-0.833382410658387,"Amino acids"
"6038","SA",34,"1/2","R",4,"2022/10/25 09:19","1/2 R","Tyrosine",7.976284863,0.695632742367576,-0.523602255199133,"Amino acids"
"6039","SA",34,"1/2","R",6,"2022/10/26 20:14","1/2 R","Tyrosine",4.677835681,0.407966330065978,-1.29347800507118,"Amino acids"
"6040","SA",34,"1/2","R",7,"2022/11/17 13:04","1/2 R","Tyrosine",13.70894349,1.19559295069159,0.257726295912295,"Amino acids"
"6041","SA",34,"1/2","R",8,"2022/11/18 23:08","1/2 R","Tyrosine",20.52946885,1.79042887268496,0.840305206699257,"Amino acids"
"6042","SA",-5,"1/2","D",1,"2022/10/12 13:07","1/2 D","Tyrosine",3.773942871,0.329135465192612,-1.60324660594925,"Amino acids"
"6043","SA",-5,"1/2","D",2,"2022/10/19 01:44","1/2 D","Tyrosine",3.61100663,0.314925367872283,-1.66691812074375,"Amino acids"
"6044","SA",-5,"1/2","D",3,"2022/10/20 12:38","1/2 D","Tyrosine",3.336947238,0.291023928831044,-1.78079031430847,"Amino acids"
"6045","SA",-5,"1/2","D",4,"2022/10/25 10:09","1/2 D","Tyrosine",2.822208009,0.246132169368636,-2.02249486514677,"Amino acids"
"6046","SA",-5,"1/2","D",5,"2022/10/26 21:04","1/2 D","Tyrosine",4.127838567,0.35999963789318,-1.47393263947123,"Amino acids"
"6047","SA",-5,"1/2","D",6,"2022/11/17 13:53","1/2 D","Tyrosine",8.501640556,0.741450391525928,-0.431577925867271,"Amino acids"
"6048","SA",-5,"1/2","D",7,"2022/11/18 23:58","1/2 D","Tyrosine",9.302063583,0.811257384993403,-0.301768388654025,"Amino acids"
"6049","SA",-5,"1/2","D",8,"2022/11/23 13:17","1/2 D","Tyrosine",14.51355489,1.26576522316378,0.340009835423561,"Amino acids"
"6050","SA",-5,"1/2","R",1,"2022/10/12 13:57","1/2 R","Tyrosine",3.919666,0.341844361827295,-1.54858846430011,"Amino acids"
"6051","SA",-5,"1/2","R",2,"2022/10/19 02:34","1/2 R","Tyrosine",3.155133424,0.275167468811691,-1.86161817484081,"Amino acids"
"6052","SA",-5,"1/2","R",3,"2022/10/20 13:28","1/2 R","Tyrosine",2.016713797,0.175882904544358,-2.50731283224611,"Amino acids"
"6053","SA",-5,"1/2","R",4,"2022/10/25 10:59","1/2 R","Tyrosine",1.33676996,0.1165832175206,-3.10056797137823,"Amino acids"
"6054","SA",-5,"1/2","R",5,"2022/10/26 21:54","1/2 R","Tyrosine",2.665838037,0.232494733605668,-2.10473005775073,"Amino acids"
"6055","SA",-5,"1/2","R",6,"2022/11/17 14:43","1/2 R","Tyrosine",4.704441258,0.410286672281517,-1.28529580428269,"Amino acids"
"6056","SA",-5,"1/2","R",7,"2022/11/19 00:47","1/2 R","Tyrosine",4.878475633,0.425464667002977,-1.2328887675734,"Amino acids"
"6057","SA",-5,"1/2","R",8,"2022/11/26 18:52","1/2 R","Tyrosine",7.916320146,0.690403061977711,-0.53448923191994,"Amino acids"
"6058","SA",34,"2/2","D",1,"2022/10/12 14:47","2/2 D","Tyrosine",7.295343293,0.636246040429623,-0.652343322041382,"Amino acids"
"6059","SA",34,"2/2","D",2,"2022/10/19 03:24","2/2 D","Tyrosine",4.990135521,0.435202818966708,-1.20024019340913,"Amino acids"
"6060","SA",34,"2/2","D",3,"2022/10/20 14:18","2/2 D","Tyrosine",4.626094867,0.40345387784626,-1.30952433837492,"Amino acids"
"6061","SA",34,"2/2","D",4,"2022/10/25 11:49","2/2 D","Tyrosine",6.473328063,0.564555934254335,-0.824811569560178,"Amino acids"
"6062","SA",34,"2/2","D",5,"2022/10/26 22:43","2/2 D","Tyrosine",4.955493827,0.432181625891061,-1.21029035725573,"Amino acids"
"6063","SA",34,"2/2","D",6,"2022/11/17 15:33","2/2 D","Tyrosine",18.77723466,1.63761192898299,0.711593516647097,"Amino acids"
"6064","SA",34,"2/2","D",7,"2022/11/19 01:37","2/2 D","Tyrosine",17.63865472,1.53831338339808,0.621349437382206,"Amino acids"
"6065","SA",34,"2/2","D",8,"2022/11/26 03:05","2/2 D","Tyrosine",25.20123714,2.19786604965362,1.13610346299816,"Amino acids"
"6066","SA",34,"2/2","R",1,"2022/10/12 15:37","2/2 R","Tyrosine",5.308189352,0.462941128528013,-1.11109935492429,"Amino acids"
"6067","SA",34,"2/2","R",2,"2022/10/19 04:14","2/2 R","Tyrosine",4.345372815,0.378971370735504,-1.39983923028518,"Amino acids"
"6068","SA",34,"2/2","R",3,"2022/10/20 15:08","2/2 R","Tyrosine",3.103038833,0.270624162771062,-1.88563743830123,"Amino acids"
"6069","SA",34,"2/2","R",4,"2022/10/25 12:39","2/2 R","Tyrosine",3.42319051,0.298545430989324,-1.74397760535454,"Amino acids"
"6070","SA",34,"2/2","R",5,"2022/10/26 23:33","2/2 R","Tyrosine",2.3241227,0.202692841989555,-2.30263295333718,"Amino acids"
"6071","SA",34,"2/2","R",6,"2022/11/26 13:53","2/2 R","Tyrosine",18.94412882,1.6521672068097,0.724359701423244,"Amino acids"
"6072","SA",34,"2/2","R",7,"2022/11/19 02:27","2/2 R","Tyrosine",10.32579614,0.900539788807782,-0.151138074338796,"Amino acids"
"6073","SA",34,"2/2","R",8,"2022/11/26 03:55","2/2 R","Tyrosine",10.37568188,0.904890455153991,-0.144184942881299,"Amino acids"
"6074","SA",34,"F","D",1,"2022/10/12 16:26","F D","Tyrosine",6.70773658,0.584999316394739,-0.773493156062254,"Amino acids"
"6075","SA",34,"F","D",2,"2022/10/19 05:04","F D","Tyrosine",5.414727385,0.472232590071221,-1.08243048552816,"Amino acids"
"6076","SA",34,"F","D",3,"2022/10/20 15:58","F D","Tyrosine",4.720986986,0.411729668656496,-1.28023068392212,"Amino acids"
"6077","SA",34,"F","D",4,"2022/10/25 13:29","F D","Tyrosine",6.905974614,0.602288175757406,-0.731474158967623,"Amino acids"
"6078","SA",34,"F","D",5,"2022/10/27 00:23","F D","Tyrosine",5.109716019,0.445631748121845,-1.1660760766925,"Amino acids"
"6079","SA",34,"F","D",6,"2022/11/17 17:13","F D","Tyrosine",16.61963472,1.44944197405114,0.535497578708517,"Amino acids"
"6080","SA",34,"F","D",7,"2022/11/19 03:17","F D","Tyrosine",12.529709,1.09274881507422,0.127961813733307,"Amino acids"
"6081","SA",34,"F","D",8,"2022/11/23 16:36","F D","Tyrosine",23.69661947,2.06664439270754,1.04729016572826,"Amino acids"
"6082","SA",34,"F","R",1,"2022/10/12 17:16","F R","Tyrosine",5.703923699,0.497454159817759,-1.00736450682018,"Amino acids"
