"","species","temp","injurylevel","recov","replicate","Acq..Date.Time","TRT","metabolites","conc","fold_change","log_foldchange","group"
"1335","MD",34,"1/2","D",3,"2022/10/19 23:21","1/2 D","Threonine",2.177206599,0.881527266225323,-0.181922901133518,"Amino acids"
"1336","MD",34,"1/2","D",4,"2022/10/21 10:15","1/2 D","Threonine",2.953705322,1.1959231516815,0.258124686985808,"Amino acids"
"1337","MD",34,"1/2","D",5,"2022/11/25 12:58","1/2 D","Threonine",2.716302441,1.09980130785737,0.137242907330999,"Amino acids"
"1338","MD",34,"1/2","D",6,"2022/10/27 18:40","1/2 D","Threonine",1.97619829,0.800141188669462,-0.321673502111132,"Amino acids"
"1339","MD",34,"1/2","D",7,"2022/11/18 10:40","1/2 D","Threonine",2.16005851,0.874584191542331,-0.193330823520154,"Amino acids"
"1340","MD",34,"1/2","D",8,"2022/11/19 20:44","1/2 D","Threonine",2.931008847,1.1867335958677,0.246996107636405,"Amino acids"
"1341","MD",34,"1/2","R",1,"2022/10/12 00:39","1/2 R","Threonine",3.682936323,1.49118085072281,0.576455238586171,"Amino acids"
"1342","MD",34,"1/2","R",2,"2022/10/13 17:27","1/2 R","Threonine",1.551875432,0.628337479650089,-0.670388457040132,"Amino acids"
"1343","MD",34,"1/2","R",3,"2022/10/20 00:10","1/2 R","Threonine",3.060877395,1.23931595812017,0.309544043089556,"Amino acids"
"1344","MD",34,"1/2","R",4,"2022/10/21 11:04","1/2 R","Threonine",2.732329168,1.1062903552658,0.145730082793328,"Amino acids"
"1345","MD",34,"1/2","R",5,"2022/11/25 13:48","1/2 R","Threonine",2.658817472,1.07652626928506,0.106383524433044,"Amino acids"
"1346","MD",34,"1/2","R",6,"2022/10/27 19:30","1/2 R","Threonine",1.987223236,0.804605069365087,-0.313647267283213,"Amino acids"
"1347","MD",34,"1/2","R",7,"2022/11/18 11:30","1/2 R","Threonine",1.891683321,0.76592199715502,-0.384730621859557,"Amino acids"
"1348","MD",34,"1/2","R",8,"2022/11/19 21:34","1/2 R","Threonine",2.136694494,0.865124355639765,-0.209020569802854,"Amino acids"
"1349","MD",-5,"1/2","D",1,"2022/10/12 01:29","1/2 D","Threonine",0.7159316,0.289872916259851,-1.78650755073582,"Amino acids"
"1350","MD",-5,"1/2","D",2,"2022/10/13 18:17","1/2 D","Threonine",0.913967641,0.37005555483765,-1.43418622232879,"Amino acids"
"1351","MD",-5,"1/2","D",3,"2022/10/20 01:00","1/2 D","Threonine",1.223484715,0.495375650881177,-1.01340513711514,"Amino acids"
"1352","MD",-5,"1/2","D",4,"2022/10/21 11:54","1/2 D","Threonine",1.213735679,0.491428372263998,-1.0249469418211,"Amino acids"
"1353","MD",-5,"1/2","D",5,"2022/11/25 14:38","1/2 D","Threonine",0.941488586,0.381198486069316,-1.39138570529488,"Amino acids"
"1354","MD",-5,"1/2","D",6,"2022/10/27 20:20","1/2 D","Threonine",0.897469021,0.363375443087221,-1.46046716935324,"Amino acids"
"1355","MD",-5,"1/2","D",7,"2022/11/18 12:20","1/2 D","Threonine",0.988388722,0.400187840911739,-1.32125076103407,"Amino acids"
"1356","MD",-5,"1/2","D",8,"2022/11/19 22:24","1/2 D","Threonine",0.993372851,0.402205860521776,-1.31399399165259,"Amino acids"
"1357","MD",-5,"1/2","R",1,"2022/10/12 02:19","1/2 R","Threonine",1.4592599,0.590838458302522,-0.759164359176422,"Amino acids"
"1358","MD",-5,"1/2","R",2,"2022/10/13 19:07","1/2 R","Threonine",0.903990846,0.366016059079149,-1.4500211462535,"Amino acids"
"1359","MD",-5,"1/2","R",3,"2022/10/20 01:50","1/2 R","Threonine",0.892830351,0.361497296068055,-1.46794323875882,"Amino acids"
"1360","MD",-5,"1/2","R",4,"2022/10/21 12:44","1/2 R","Threonine",1.301833093,0.52709805678572,-0.923856721489568,"Amino acids"
"1361","MD",-5,"1/2","R",5,"2022/11/25 15:27","1/2 R","Threonine",0.660900347,0.267591360602098,-1.90189655670213,"Amino acids"
"1362","MD",-5,"1/2","R",6,"2022/10/27 21:10","1/2 R","Threonine",1.06734951,0.432158204962908,-1.21036854237622,"Amino acids"
"1363","MD",-5,"1/2","R",7,"2022/11/18 13:09","1/2 R","Threonine",1.845242761,0.747118719635296,-0.420590584643671,"Amino acids"
"1364","MD",-5,"1/2","R",8,"2022/11/19 23:14","1/2 R","Threonine",0.489882422,0.198348063264115,-2.33389378428543,"Amino acids"
"1365","MD",-5,"2/2","D",1,"2022/10/12 03:09","2/2 D","Threonine",1.484586047,0.601092739701074,-0.734340500315291,"Amino acids"
"1366","MD",-5,"2/2","D",2,"2022/10/13 19:57","2/2 D","Threonine",1.225505718,0.496193933009497,-1.01102399946077,"Amino acids"
"1367","MD",-5,"2/2","D",3,"2022/10/20 02:40","2/2 D","Threonine",1.195541086,0.484061579496266,-1.0467375044479,"Amino acids"
"1368","MD",-5,"2/2","D",4,"2022/10/21 13:34","2/2 D","Threonine",1.27445683,0.516013705721866,-0.95451870963734,"Amino acids"
"1369","MD",-5,"2/2","D",5,"2022/11/25 16:17","2/2 D","Threonine",1.437061569,0.581850595575033,-0.781279341571425,"Amino acids"
"1370","MD",-5,"2/2","D",6,"2022/10/27 21:59","2/2 D","Threonine",1.052709931,0.426230798688976,-1.2302932513902,"Amino acids"
"1371","MD",-5,"2/2","D",7,"2022/11/18 13:59","2/2 D","Threonine",0.890806164,0.360677724772773,-1.47121776894013,"Amino acids"
"1372","MD",-5,"2/2","D",8,"2022/11/20 00:03","2/2 D","Threonine",1.176313637,0.476276594570517,-1.07012844210549,"Amino acids"
"1373","MD",34,"2/2","D",1,"2022/10/12 03:59","2/2 D","Threonine",1.679222093,0.67989875729173,-0.556608162094342,"Amino acids"
"1374","MD",34,"2/2","D",2,"2022/10/13 20:46","2/2 D","Threonine",1.641668506,0.66469371845882,-0.589238374798183,"Amino acids"
"1375","MD",34,"2/2","D",3,"2022/10/20 03:30","2/2 D","Threonine",1.350369613,0.546749965707612,-0.871046870100431,"Amino acids"
"1376","MD",34,"2/2","D",4,"2022/10/21 14:24","2/2 D","Threonine",1.914384275,0.775113366467202,-0.36752076349536,"Amino acids"
"1377","MD",34,"2/2","D",5,"2022/10/26 11:55","2/2 D","Threonine",1.360115297,0.550695887136457,-0.860672261103483,"Amino acids"
"1378","MD",34,"2/2","D",6,"2022/10/27 22:49","2/2 D","Threonine",1.675825865,0.678523661521906,-0.559528968609328,"Amino acids"
"1379","MD",34,"2/2","D",7,"2022/11/18 14:49","2/2 D","Threonine",1.499881873,0.607285853246032,-0.719552332960222,"Amino acids"
"1380","MD",34,"2/2","D",8,"44885.03733","2/2 D","Threonine",1.143445138,0.462968496899993,-1.11101406751943,"Amino acids"
"1381","MD",34,"2/2","R",1,"2022/10/12 04:48","2/2 R","Threonine",2.031421199,0.8225003437566,-0.281911813077978,"Amino acids"
"1382","MD",34,"2/2","R",2,"2022/10/13 21:36","2/2 R","Threonine",2.230102273,0.90294414917882,-0.147291341062362,"Amino acids"
"1383","MD",34,"2/2","R",3,"2022/10/20 04:20","2/2 R","Threonine",2.244145921,0.908630269473953,-0.138234727757548,"Amino acids"
"1384","MD",34,"2/2","R",4,"2022/10/21 15:14","2/2 R","Threonine",2.02062368,0.81812854577911,-0.289600555158007,"Amino acids"
"1385","MD",34,"2/2","R",5,"2022/11/25 17:57","2/2 R","Threonine",2.647517375,1.07195098294289,0.100238937249027,"Amino acids"
"1386","MD",34,"2/2","R",6,"2022/11/25 21:16","2/2 R","Threonine",2.37809361,0.962864231540577,-0.054595709375167,"Amino acids"
"1387","MD",34,"2/2","R",7,"2022/11/18 15:39","2/2 R","Threonine",1.134268244,0.459252872354314,-1.12263935032076,"Amino acids"
"1388","MD",34,"2/2","R",8,"2022/11/26 22:12","2/2 R","Threonine",0.849429801,0.34392488552523,-1.5398345855219,"Amino acids"
"1389","MD",34,"F","D",1,"2022/10/12 05:38","F D","Threonine",2.518069811,1.01953907253215,0.0279170658579038,"Amino acids"
"1390","MD",34,"F","D",2,"2022/10/13 22:26","F D","Threonine",2.077134587,0.841009197244388,-0.24980651706293,"Amino acids"
"1391","MD",34,"F","D",3,"2022/10/20 05:10","F D","Threonine",1.629630466,0.659819647023989,-0.599856358145367,"Amino acids"
"1392","MD",34,"F","D",4,"2022/10/21 16:04","F D","Threonine",2.298943669,0.930817281497493,-0.10343009890636,"Amino acids"
"1393","MD",34,"F","D",5,"2022/10/26 13:35","F D","Threonine",1.456289158,0.58963563718526,-0.762104372291706,"Amino acids"
"1394","MD",34,"F","D",6,"2022/10/28 00:29","F D","Threonine",1.389107591,0.562434551571499,-0.830242869876436,"Amino acids"
"1395","MD",34,"F","D",7,"2022/11/18 16:29","F D","Threonine",1.573965866,0.637281656056083,-0.649996961044264,"Amino acids"
"1396","MD",34,"F","D",8,"2022/11/26 23:02","F D","Threonine",1.698490478,0.687700316758539,-0.540148084780927,"Amino acids"
"1397","MD",34,"F","R",1,"2022/10/12 06:28","F R","Threonine",4.328476441,1.75255302170589,0.809458092164573,"Amino acids"
"1398","MD",34,"F","R",2,"2022/10/13 23:16","F R","Threonine",2.821633328,1.1424486381148,0.192129306462583,"Amino acids"
"1399","MD",34,"F","R",3,"2022/10/20 05:59","F R","Threonine",2.718261928,1.10059468282652,0.138283263874098,"Amino acids"
"1400","MD",34,"F","R",4,"2022/10/21 16:53","F R","Threonine",2.522961434,1.02151963746916,0.0307169383903337,"Amino acids"
"1401","MD",34,"F","R",5,"2022/10/26 14:25","F R","Threonine",3.779671175,1.53034773992452,0.613859512827597,"Amino acids"
"1402","MD",34,"F","R",6,"2022/11/26 12:13","F R","Threonine",2.460885282,0.996385678847372,-0.00522380916204283,"Amino acids"
"1403","MD",34,"F","R",7,"2022/11/18 17:19","F R","Threonine",1.874039623,0.758778255779632,-0.398249758689866,"Amino acids"
"1404","MD",34,"F","R",8,"2022/11/26 16:22","F R","Threonine",1.701325058,0.688848007363301,-0.537742403994269,"Amino acids"
"1405","MD",-5,"2/2","R",1,"2022/10/12 07:18","2/2 R","Threonine",0.570268727,0.230895603640463,-2.11468739109748,"Amino acids"
"1406","MD",-5,"2/2","R",2,"2022/10/14 00:06","2/2 R","Threonine",0.652703246,0.264272443583005,-1.91990209585861,"Amino acids"
"1407","MD",-5,"2/2","R",3,"2022/10/20 06:49","2/2 R","Threonine",0.702637719,0.284490368466344,-1.81354828453848,"Amino acids"
"1408","MD",-5,"2/2","R",4,"2022/10/21 17:43","2/2 R","Threonine",0.953090814,0.385896101966522,-1.37371562395966,"Amino acids"
"1409","MD",-5,"2/2","R",5,"2022/10/26 15:15","2/2 R","Threonine",0.66862902,0.270720616219994,-1.88512333742015,"Amino acids"
"1410","MD",-5,"2/2","R",6,"2022/11/26 13:03","2/2 R","Threonine",0.560978401,0.227134051712004,-2.13838408521693,"Amino acids"
"1411","MD",-5,"2/2","R",7,"2022/11/18 18:09","2/2 R","Threonine",0.625742621,0.253356379823649,-1.9807599367431,"Amino acids"
"1412","MD",-5,"2/2","R",8,"2022/11/26 00:36","2/2 R","Threonine",0.748081932,0.302890235924973,-1.72313302322376,"Amino acids"
"1413","MD",-5,"F","D",1,"2022/10/12 08:08","F D","Threonine",1.173815773,0.475265236611041,-1.0731952156604,"Amino acids"
"1414","MD",-5,"F","D",2,"2022/10/14 00:56","F D","Threonine",0.732404739,0.296542711030586,-1.75368818386207,"Amino acids"
"1415","MD",-5,"F","D",3,"2022/10/20 07:39","F D","Threonine",1.353687815,0.548093469598877,-0.86750614946087,"Amino acids"
"1416","MD",-5,"F","D",4,"2022/10/21 18:33","F D","Threonine",1.046009782,0.423517981249425,-1.23950487170847,"Amino acids"
"1417","MD",-5,"F","D",5,"2022/10/26 16:05","F D","Threonine",0.729240223,0.29526143292878,-1.75993517104712,"Amino acids"
"1418","MD",-5,"F","D",6,"2022/11/17 08:54","F D","Threonine",1.593893074,0.645349965788293,-0.631846365384884,"Amino acids"
"1419","MD",-5,"F","D",7,"2022/11/18 18:58","F D","Threonine",0.640648285,0.259391521019357,-1.94679677329024,"Amino acids"
"1420","MD",-5,"F","D",8,"2022/11/23 09:07","F D","Threonine",0.538964422,0.21822083110376,-2.19613926868122,"Amino acids"
"1421","MD",-5,"F","R",1,"2022/10/12 08:58","F R","Threonine",2.164629643,0.876434993564929,-0.190281006685755,"Amino acids"
"1422","MD",-5,"F","R",2,"2022/10/14 01:46","F R","Threonine",1.651117816,0.6685196412793,-0.580958147194053,"Amino acids"
"1423","MD",-5,"F","R",3,"2022/10/20 08:29","F R","Threonine",2.370476941,0.959780325123797,-0.0592238558458227,"Amino acids"
"1424","MD",-5,"F","R",4,"2022/10/21 19:23","F R","Threonine",2.06151191,0.834683745285325,-0.260698418898268,"Amino acids"
"1425","MD",-5,"F","R",5,"2022/10/26 16:54","F R","Threonine",2.095225758,0.848334115569443,-0.237295514132206,"Amino acids"
"1426","MD",-5,"F","R",6,"2022/11/17 09:44","F R","Threonine",1.834572927,0.742798619925228,-0.4289569600514,"Amino acids"
"1427","MD",-5,"F","R",7,"2022/11/18 19:48","F R","Threonine",1.061272301,0.429697609152427,-1.21860634494221,"Amino acids"
"1428","MD",-5,"F","R",8,"2022/11/26 17:12","F R","Threonine",1.313277187,0.531731645946656,-0.911229764085023,"Amino acids"
"1429","MD",20,"C","R",3,"2022/10/11 22:59","C R","Malic_acid",1.735198427,1.06378747455226,0.089209955317507,"TCA intermediates"
"1430","MD",20,"C","R",4,"2022/10/13 15:47","C R","Malic_acid",1.441031253,0.883444206453138,-0.17878907003132,"TCA intermediates"
"1431","MD",20,"C","R",5,"2022/10/19 22:31","C R","Malic_acid",1.347723021,0.826240300012405,-0.275366665279009,"TCA intermediates"
"1432","MD",20,"C","R",6,"2022/10/21 09:25","C R","Malic_acid",2.382502862,1.46062644089782,0.546587252217425,"TCA intermediates"
"1433","MD",20,"C","R",7,"2022/11/25 12:08","C R","Malic_acid",1.675254585,1.02703807038965,0.0384896606671915,"TCA intermediates"
"1434","MD",20,"C","R",8,"2022/11/25 19:37","C R","Malic_acid",1.205198244,0.738863507694719,-0.436620218958858,"TCA intermediates"
"1435","MD",34,"1/2","D",1,"2022/10/11 23:49","1/2 D","Malic_acid",3.029791241,1.85745556388978,0.893327697427306,"TCA intermediates"
"1436","MD",34,"1/2","D",2,"2022/10/13 16:37","1/2 D","Malic_acid",2.99911791,1.8386508526747,0.878647547755521,"TCA intermediates"
"1437","MD",34,"1/2","D",3,"2022/10/19 23:21","1/2 D","Malic_acid",2.327586838,1.42695941032979,0.512944298129192,"TCA intermediates"
"1438","MD",34,"1/2","D",4,"2022/10/21 10:15","1/2 D","Malic_acid",2.262501599,1.38705800139056,0.472028116838839,"TCA intermediates"
"1439","MD",34,"1/2","D",5,"2022/11/25 12:58","1/2 D","Malic_acid",2.454841952,1.50497492385234,0.589739448755561,"TCA intermediates"
"1440","MD",34,"1/2","D",6,"2022/10/27 18:40","1/2 D","Malic_acid",2.307020246,1.41435077570715,0.500139969944521,"TCA intermediates"
"1441","MD",34,"1/2","D",7,"2022/11/18 10:40","1/2 D","Malic_acid",2.232672718,1.36877099196618,0.452881090575567,"TCA intermediates"
"1442","MD",34,"1/2","D",8,"2022/11/19 20:44","1/2 D","Malic_acid",1.616910037,0.991269135606721,-0.0126512838024433,"TCA intermediates"
"1443","MD",34,"1/2","R",1,"2022/10/12 00:39","1/2 R","Malic_acid",1.663367448,1.01975049609722,0.0282162089856147,"TCA intermediates"
"1444","MD",34,"1/2","R",2,"2022/10/13 17:27","1/2 R","Malic_acid",0.974658414,0.597527865774265,-0.7429220999916,"TCA intermediates"
"1445","MD",34,"1/2","R",3,"2022/10/20 00:10","1/2 R","Malic_acid",1.993220354,1.2219713974002,0.289210516489029,"TCA intermediates"
"1446","MD",34,"1/2","R",4,"2022/10/21 11:04","1/2 R","Malic_acid",2.512301402,1.54020123702411,0.623118860458868,"TCA intermediates"
"1447","MD",34,"1/2","R",5,"2022/11/25 13:48","1/2 R","Malic_acid",1.142878455,0.700657496253389,-0.513218713718408,"TCA intermediates"
"1448","MD",34,"1/2","R",6,"2022/10/27 19:30","1/2 R","Malic_acid",1.175220669,0.720485339350257,-0.472959020575987,"TCA intermediates"
"1449","MD",34,"1/2","R",7,"2022/11/18 11:30","1/2 R","Malic_acid",1.186329414,0.727295709625561,-0.45938602913374,"TCA intermediates"
"1450","MD",34,"1/2","R",8,"2022/11/19 21:34","1/2 R","Malic_acid",0.976711485,0.598786529440726,-0.739886328614041,"TCA intermediates"
"1451","MD",-5,"1/2","D",1,"2022/10/12 01:29","1/2 D","Malic_acid",1.483766833,0.90964384680224,-0.136626297957609,"TCA intermediates"
"1452","MD",-5,"1/2","D",2,"2022/10/13 18:17","1/2 D","Malic_acid",1.418222052,0.869460709262967,-0.201807260952087,"TCA intermediates"
"1453","MD",-5,"1/2","D",3,"2022/10/20 01:00","1/2 D","Malic_acid",1.555196573,0.953434840120449,-0.06879375000146,"TCA intermediates"
"1454","MD",-5,"1/2","D",4,"2022/10/21 11:54","1/2 D","Malic_acid",1.586500789,0.972626324139399,-0.0400424562292905,"TCA intermediates"
"1455","MD",-5,"1/2","D",5,"2022/11/25 14:38","1/2 D","Malic_acid",0.913291981,0.559906322458198,-0.836742623842369,"TCA intermediates"
"1456","MD",-5,"1/2","D",6,"2022/10/27 20:20","1/2 D","Malic_acid",1.134450269,0.695490479870428,-0.523897328125202,"TCA intermediates"
"1457","MD",-5,"1/2","D",7,"2022/11/18 12:20","1/2 D","Malic_acid",0.955035894,0.585498007591854,-0.772263833541302,"TCA intermediates"
"1458","MD",-5,"1/2","D",8,"2022/11/19 22:24","1/2 D","Malic_acid",1.030355435,0.631673697390832,-0.662748594592169,"TCA intermediates"
"1459","MD",-5,"1/2","R",1,"2022/10/12 02:19","1/2 R","Malic_acid",1.769279417,1.08468129840445,0.117271211561413,"TCA intermediates"
"1460","MD",-5,"1/2","R",2,"2022/10/13 19:07","1/2 R","Malic_acid",1.287225281,0.789151320994606,-0.341626129101712,"TCA intermediates"
"1461","MD",-5,"1/2","R",3,"2022/10/20 01:50","1/2 R","Malic_acid",1.830136913,1.12199083083029,0.166060885955864,"TCA intermediates"
"1462","MD",-5,"1/2","R",4,"2022/10/21 12:44","1/2 R","Malic_acid",1.372361807,0.841345449675483,-0.249229813783184,"TCA intermediates"
"1463","MD",-5,"1/2","R",5,"2022/11/25 15:27","1/2 R","Malic_acid",1.819399697,1.11540823156404,0.157571823027536,"TCA intermediates"
"1464","MD",-5,"1/2","R",6,"2022/10/27 21:10","1/2 R","Malic_acid",0.869560007,0.533095828940707,-0.907533200719515,"TCA intermediates"
"1465","MD",-5,"1/2","R",7,"2022/11/18 13:09","1/2 R","Malic_acid",1.121059504,0.687281085567149,-0.541027838904908,"TCA intermediates"
"1466","MD",-5,"1/2","R",8,"2022/11/19 23:14","1/2 R","Malic_acid",0.906045969,0.555464054250647,-0.848234541386882,"TCA intermediates"
"1467","MD",-5,"2/2","D",1,"2022/10/12 03:09","2/2 D","Malic_acid",2.150178918,1.318197023132,0.398566017578333,"TCA intermediates"
"1468","MD",-5,"2/2","D",2,"2022/10/13 19:57","2/2 D","Malic_acid",1.849468568,1.13384237018819,0.181220086880889,"TCA intermediates"
"1469","MD",-5,"2/2","D",3,"2022/10/20 02:40","2/2 D","Malic_acid",1.995364622,1.22328597065303,0.290761705758696,"TCA intermediates"
"1470","MD",-5,"2/2","D",4,"2022/10/21 13:34","2/2 D","Malic_acid",2.209289802,1.35443577083397,0.437691980622705,"TCA intermediates"
"1471","MD",-5,"2/2","D",5,"2022/11/25 16:17","2/2 D","Malic_acid",1.772946941,1.08692972488589,0.120258666366993,"TCA intermediates"
"1472","MD",-5,"2/2","D",6,"2022/10/27 21:59","2/2 D","Malic_acid",1.332585192,0.81695984388039,-0.291662927726188,"TCA intermediates"
"1473","MD",-5,"2/2","D",7,"2022/11/18 13:59","2/2 D","Malic_acid",1.067611867,0.654514270025876,-0.611503448062704,"TCA intermediates"
"1474","MD",-5,"2/2","D",8,"2022/11/20 00:03","2/2 D","Malic_acid",1.154783896,0.707956292067028,-0.498267801195791,"TCA intermediates"
"1475","MD",34,"2/2","D",1,"2022/10/12 03:59","2/2 D","Malic_acid",2.542912014,1.5589674974859,0.640590849969812,"TCA intermediates"
"1476","MD",34,"2/2","D",2,"2022/10/13 20:46","2/2 D","Malic_acid",2.431164205,1.49045895248429,0.575756643787449,"TCA intermediates"
"1477","MD",34,"2/2","D",3,"2022/10/20 03:30","2/2 D","Malic_acid",1.722215611,1.05582817904443,0.0783750757860254,"TCA intermediates"
"1478","MD",34,"2/2","D",4,"2022/10/21 14:24","2/2 D","Malic_acid",1.81842384,1.11480996888849,0.156797808524651,"TCA intermediates"
"1479","MD",34,"2/2","D",5,"2022/10/26 11:55","2/2 D","Malic_acid",2.239004159,1.37265256973093,0.456966513063694,"TCA intermediates"
"1480","MD",34,"2/2","D",6,"2022/10/27 22:49","2/2 D","Malic_acid",2.088743217,1.28053301410732,0.356744448308227,"TCA intermediates"
"1481","MD",34,"2/2","D",7,"2022/11/18 14:49","2/2 D","Malic_acid",1.851924329,1.13534790854718,0.183134455246935,"TCA intermediates"
"1482","MD",34,"2/2","D",8,"44885.03733","2/2 D","Malic_acid",0.935001355,0.573215555444018,-0.802850334105451,"TCA intermediates"
"1483","MD",34,"2/2","R",1,"2022/10/12 04:48","2/2 R","Malic_acid",1.937769483,1.18797647145689,0.248506263033793,"TCA intermediates"
"1484","MD",34,"2/2","R",2,"2022/10/13 21:36","2/2 R","Malic_acid",1.867524161,1.14491160202943,0.195236212962439,"TCA intermediates"
"1485","MD",34,"2/2","R",3,"2022/10/20 04:20","2/2 R","Malic_acid",2.238349924,1.37225148188554,0.456544897270395,"TCA intermediates"
"1486","MD",34,"2/2","R",4,"2022/10/21 15:14","2/2 R","Malic_acid",1.839553878,1.12776403190022,0.173465236513413,"TCA intermediates"
"1487","MD",34,"2/2","R",5,"2022/11/25 17:57","2/2 R","Malic_acid",1.792518172,1.09892813963513,0.136097049634183,"TCA intermediates"
"1488","MD",34,"2/2","R",6,"2022/11/25 21:16","2/2 R","Malic_acid",1.505678898,0.923077342318297,-0.115476562179512,"TCA intermediates"
"1489","MD",34,"2/2","R",7,"2022/11/18 15:39","2/2 R","Malic_acid",1.033226204,0.633433662163168,-0.658734557256915,"TCA intermediates"
"1490","MD",34,"2/2","R",8,"2022/11/26 22:12","2/2 R","Malic_acid",1.23657107,0.758097054026252,-0.399545536201913,"TCA intermediates"
"1491","MD",34,"F","D",1,"2022/10/12 05:38","F D","Malic_acid",3.375328655,2.06929207047185,1.04913728893058,"TCA intermediates"
"1492","MD",34,"F","D",2,"2022/10/13 22:26","F D","Malic_acid",2.14329549,1.31397704207713,0.393940068985341,"TCA intermediates"
"1493","MD",34,"F","D",3,"2022/10/20 05:10","F D","Malic_acid",2.374205336,1.455539527441,0.541554018621642,"TCA intermediates"
"1494","MD",34,"F","D",4,"2022/10/21 16:04","F D","Malic_acid",3.069174864,1.88160024048583,0.911960149676633,"TCA intermediates"
"1495","MD",34,"F","D",5,"2022/10/26 13:35","F D","Malic_acid",2.018554404,1.23750278830647,0.307431775835792,"TCA intermediates"
"1496","MD",34,"F","D",6,"2022/10/28 00:29","F D","Malic_acid",2.505484515,1.53602204985266,0.619198926335599,"TCA intermediates"
"1497","MD",34,"F","D",7,"2022/11/18 16:29","F D","Malic_acid",2.307361289,1.41455985685086,0.500353225412017,"TCA intermediates"
"1498","MD",34,"F","D",8,"2022/11/26 23:02","F D","Malic_acid",1.89428081,1.16131513699367,0.21575951818578,"TCA intermediates"
"1499","MD",34,"F","R",1,"2022/10/12 06:28","F R","Malic_acid",2.385837263,1.46267064170146,0.548604945773267,"TCA intermediates"
"1500","MD",34,"F","R",2,"2022/10/13 23:16","F R","Malic_acid",1.874005459,1.14888505170755,0.200234460623471,"TCA intermediates"
"1501","MD",34,"F","R",3,"2022/10/20 05:59","F R","Malic_acid",2.462889955,1.50990886377145,0.594461472892784,"TCA intermediates"
"1502","MD",34,"F","R",4,"2022/10/21 16:53","F R","Malic_acid",2.170666708,1.33075734709503,0.412247531387054,"TCA intermediates"
"1503","MD",34,"F","R",5,"2022/10/26 14:25","F R","Malic_acid",1.860149515,1.14039047296316,0.189527891892699,"TCA intermediates"
"1504","MD",34,"F","R",6,"2022/11/26 12:13","F R","Malic_acid",1.817407537,1.11418691023138,0.155991272035856,"TCA intermediates"
"1505","MD",34,"F","R",7,"2022/11/18 17:19","F R","Malic_acid",1.137113835,0.697123415968314,-0.520514007167053,"TCA intermediates"
"1506","MD",34,"F","R",8,"2022/11/26 16:22","F R","Malic_acid",1.460603599,0.895443304768597,-0.159326004405365,"TCA intermediates"
"1507","MD",-5,"2/2","R",1,"2022/10/12 07:18","2/2 R","Malic_acid",1.928521622,1.18230694194077,0.241604626149534,"TCA intermediates"
"1508","MD",-5,"2/2","R",2,"2022/10/14 00:06","2/2 R","Malic_acid",1.17561725,0.720728468835555,-0.472472261839611,"TCA intermediates"
"1509","MD",-5,"2/2","R",3,"2022/10/20 06:49","2/2 R","Malic_acid",2.248485515,1.37846524659695,0.463062895063539,"TCA intermediates"
"1510","MD",-5,"2/2","R",4,"2022/10/21 17:43","2/2 R","Malic_acid",1.384853515,0.849003664608941,-0.236157313898523,"TCA intermediates"
"1511","MD",-5,"2/2","R",5,"2022/10/26 15:15","2/2 R","Malic_acid",1.072868508,0.657736926735913,-0.604417426404147,"TCA intermediates"
"1512","MD",-5,"2/2","R",6,"2022/11/26 13:03","2/2 R","Malic_acid",1.026874719,0.629539796146076,-0.667630514579515,"TCA intermediates"
"1513","MD",-5,"2/2","R",7,"2022/11/18 18:09","2/2 R","Malic_acid",0.815985804,0.500251420356812,-0.999274736526822,"TCA intermediates"
"1514","MD",-5,"2/2","R",8,"2022/11/26 00:36","2/2 R","Malic_acid",0.853209083,0.523071668085151,-0.934919465609362,"TCA intermediates"
"1515","MD",-5,"F","D",1,"2022/10/12 08:08","F D","Malic_acid",2.286740567,1.40191803708057,0.487402004873506,"TCA intermediates"
"1516","MD",-5,"F","D",2,"2022/10/14 00:56","F D","Malic_acid",1.34010359,0.821569102105069,-0.283546169655307,"TCA intermediates"
"1517","MD",-5,"F","D",3,"2022/10/20 07:39","F D","Malic_acid",2.420093185,1.48367171004373,0.569171904164319,"TCA intermediates"
"1518","MD",-5,"F","D",4,"2022/10/21 18:33","F D","Malic_acid",2.24936092,1.37900192577995,0.463624471580864,"TCA intermediates"
"1519","MD",-5,"F","D",5,"2022/10/26 16:05","F D","Malic_acid",1.686917831,1.03418838519767,0.0484990073504757,"TCA intermediates"
"1520","MD",-5,"F","D",6,"2022/11/17 08:54","F D","Malic_acid",1.904409581,1.16752472060944,0.223453097192391,"TCA intermediates"
"1521","MD",-5,"F","D",7,"2022/11/18 18:58","F D","Malic_acid",1.565199766,0.959567436400707,-0.0595438953013919,"TCA intermediates"
"1522","MD",-5,"F","D",8,"2022/11/23 09:07","F D","Malic_acid",1.99489032,1.22299519323017,0.290418733614583,"TCA intermediates"
"1523","MD",-5,"F","R",1,"2022/10/12 08:58","F R","Malic_acid",2.02503495,1.24147577696056,0.312056112662715,"TCA intermediates"
"1524","MD",-5,"F","R",2,"2022/10/14 01:46","F R","Malic_acid",2.291757347,1.40499364367607,0.490563603572355,"TCA intermediates"
"1525","MD",-5,"F","R",3,"2022/10/20 08:29","F R","Malic_acid",2.189100736,1.34205858376446,0.42444764967649,"TCA intermediates"
"1526","MD",-5,"F","R",4,"2022/10/21 19:23","F R","Malic_acid",1.642264518,1.00681305202106,0.00979582439658757,"TCA intermediates"
